PRINCÍPIO ATIVO,REGISTRO,PRODUTO,APRESENTAÇÃO,CLASSE TERAPÊUTICA,RESTRIÇÃO HOSPITALAR
SULFATO DE NEOMICINA;ACETATO DE CLOSTEBOL,1055001630019,CLOSTEMIN,5 MG/G + 5 MG/G CREME CT BG PLAS OPC X 30 G ,D03A9 - TODOS OUTROS PRODUTOS PARA TRATAMENTO DE FERIDAS,Não
SULFATO DE NEOMICINA;ACETATO DE CLOSTEBOL,1008499470037,NOVADERM,5 MG/G + 5 MG/G CREM DERM CT BG AL X 30 G ,D03A9 - TODOS OUTROS PRODUTOS PARA TRATAMENTO DE FERIDAS,Não
SULFATO DE NEOMICINA;ACETATO DE CLOSTEBOL,1832602260013,ACETATO DE CLOSTEBOL + SULFATO DE NEOMICINA,5 MG/G + 5 MG/G CREM DERM CT BG AL X 30 G,D03A9 - TODOS OUTROS PRODUTOS PARA TRATAMENTO DE FERIDAS,Não
SULFATO DE NEOMICINA;ACETATO DE CLOSTEBOL,1008499470045,NOVADERM,5 MG/G + 5 MG/G CREM VAG CT BG AL X 40 G + 8 APLIC ,G01C0 - ANTIBIOTICOS GINECOLÓGICOS,Não
SULFATO DE NEOMICINA;ACETATO DE CLOSTEBOL,1055001630035,CLOSTEMIN,5 MG/G + 5 MG/G CREME VAG CT BG PLAS OPC X 40 G  +  APLICADOR,G01C0 - ANTIBIOTICOS GINECOLÓGICOS,Não
SULFATO DE NEOMICINA;ACETATO DE CLOSTEBOL,1832602550011,ACETATO DE CLOSTEBOL + SULFATO DE NEOMICINA,5 MG/G + 5 MG/G CREM VAG CT BG AL X 45 G + 8 APLIC,G01C0 - ANTIBIOTICOS GINECOLÓGICOS,Não
SULFATO DE NEOMICINA;ACETATO DE CLOSTEBOL,1021601540032,TROFODERMIN,5 MG/G + 5 MG/G CREM VAG CT BG AL X 45 G + 8 APLIC,G01C0 - ANTIBIOTICOS GINECOLÓGICOS,Não
SULFATO DE NEOMICINA;ACETATO DE CLOSTEBOL,1021601540016,TROFODERMIN,5 MG/G + 5 MG/G CREM DERM CT BG AL X 30 G,D03A9 - TODOS OUTROS PRODUTOS PARA TRATAMENTO DE FERIDAS,Não
SULFATO DE NEOMICINA;BACITRACINA,1039001640012,CICATRENE,250 UI/G + 3300 UI/G POM DER CT BG AL X 20 G,D06A0 - ANTIBIÓTICOS TÓPICOS E/OU SULFONAMIDAS,Não
SULFATO DE NEOMICINA;BACITRACINA,1134301720017,BACITRACINA + SULFATO DE NEOMICINA,5 MG/G + 250 UI/G POM CT BG AL X 10 G,D06A0 - ANTIBIÓTICOS TÓPICOS E/OU SULFONAMIDAS,Não
SULFATO DE NEOMICINA;BACITRACINA,1134301720025,BACITRACINA + SULFATO DE NEOMICINA,5 MG/G + 250 UI/G POM CT BG AL X 15 G,D06A0 - ANTIBIÓTICOS TÓPICOS E/OU SULFONAMIDAS,Não
SULFATO DE NEOMICINA;BACITRACINA,1134301720041,BACITRACINA + SULFATO DE NEOMICINA,5 MG/G + 250 UI/G POM CX 100 BG AL X 10 G (EMB HOSP),D06A0 - ANTIBIÓTICOS TÓPICOS E/OU SULFONAMIDAS,Sim
SULFATO DE NEOMICINA;BACITRACINA,1134301720051,BACITRACINA + SULFATO DE NEOMICINA,5 MG/G + 250 UI/G POM CX 100 BG AL X 15 G (EMB HOSP),D06A0 - ANTIBIÓTICOS TÓPICOS E/OU SULFONAMIDAS,Sim
SULFATO DE NEOMICINA;BACITRACINA,1071402480011,SULFATO DE NEOMICINA + BACITRACINA,5 MG/G + 250 UI/G POM DERM CT BG AL X 10 G,D06A0 - ANTIBIÓTICOS TÓPICOS E/OU SULFONAMIDAS,Não
SULFATO DE NEOMICINA;BACITRACINA,1071402480036,SULFATO DE NEOMICINA + BACITRACINA,5 MG/G + 250 UI/G POM DERM CT BG AL X 15 G,D06A0 - ANTIBIÓTICOS TÓPICOS E/OU SULFONAMIDAS,Não
SULFATO DE NEOMICINA;BACITRACINA,1071402480052,SULFATO DE NEOMICINA + BACITRACINA,5 MG/G + 250 UI/G POM DERM CT BG AL X 50 G,D06A0 - ANTIBIÓTICOS TÓPICOS E/OU SULFONAMIDAS,Não
SULFATO DE NEOMICINA;BACITRACINA,1071402480060,SULFATO DE NEOMICINA + BACITRACINA,5 MG/G + 250 UI/G POM DERM CX 50 BG AL X 50 G (EMB HOSP),D06A0 - ANTIBIÓTICOS TÓPICOS E/OU SULFONAMIDAS,Sim
SULFATO DE NEOMICINA;BACITRACINA,1071402480028,SULFATO DE NEOMICINA + BACITRACINA,5 MG/G + 250 UI/G POM DERM CX 50 BG AL X 10 G (EMB HOSP),D06A0 - ANTIBIÓTICOS TÓPICOS E/OU SULFONAMIDAS,Sim
SULFATO DE NEOMICINA;BACITRACINA,1071402480044,SULFATO DE NEOMICINA + BACITRACINA,5 MG/G + 250 UI/G POM DERM CX 50 BG AL X 15 G (EMB HOSP),D06A0 - ANTIBIÓTICOS TÓPICOS E/OU SULFONAMIDAS,Sim
SULFATO DE NEOMICINA;BACITRACINA,1018103400018,SULFATO DE NEOMICINA + BACITRACINA,5 MG/G + 250 UI/G POM DERM CT BG AL X 15 G,D06A0 - ANTIBIÓTICOS TÓPICOS E/OU SULFONAMIDAS,Não
SULFATO DE NEOMICINA;BACITRACINA,1018103400026,SULFATO DE NEOMICINA + BACITRACINA,5 MG/G + 250 UI/G POM DERM CT BG AL X 50 G,D06A0 - ANTIBIÓTICOS TÓPICOS E/OU SULFONAMIDAS,Não
SULFATO DE NEOMICINA;BACITRACINA,1023505190014,SULFATO NEOMICINA + BACITRACINA,5 MG/G + 250 UI/G POM DERM CT BG AL X 15 G,D06A0 - ANTIBIÓTICOS TÓPICOS E/OU SULFONAMIDAS,Não
SULFATO DE NEOMICINA;BACITRACINA ZÍNCICA,1071500390023,BACIGEN,5MG+250UI POM BISN COM 20 G,D06A0 - ANTIBIÓTICOS TÓPICOS E/OU SULFONAMIDAS,Não
SULFATO DE NEOMICINA;BACITRACINA ZÍNCICA,1040800540012,NEOBACIPAN,15 G - POM. - CX. C/ 1 BISN,D06A0 - ANTIBIÓTICOS TÓPICOS E/OU SULFONAMIDAS,Não
SULFATO DE NEOMICINA;BACITRACINA ZÍNCICA,1410700080021,NEBACTRINA,5 MG + 250 UI POM DERM CT 100 BG AL X 10 G,D06A0 - ANTIBIÓTICOS TÓPICOS E/OU SULFONAMIDAS,Sim
SULFATO DE NEOMICINA;BACITRACINA ZÍNCICA,1410700080013,NEBACTRINA,5 MG + 250 UI POM DERM CT BG AL X 10 G,D06A0 - ANTIBIÓTICOS TÓPICOS E/OU SULFONAMIDAS,Não
SULFATO DE NEOMICINA;BACITRACINA ZÍNCICA,1037002510019,TEUTOMICIN,5MG/G + 250 UI POM DERM CT BG AL X 10G,D06A0 - ANTIBIÓTICOS TÓPICOS E/OU SULFONAMIDAS,Não
SULFATO DE NEOMICINA;BACITRACINA ZÍNCICA,1181900330013,NEBACIDERME,5 MG/G + 250 UI/G POM DERM CT BG AL X 10 G,D06A0 - ANTIBIÓTICOS TÓPICOS E/OU SULFONAMIDAS,Não
SULFATO DE NEOMICINA;BACITRACINA ZÍNCICA,1181900330021,NEBACIDERME,5 MG/G + 250 UI/G POM DERM CX 320 BG AL X 10 G (EMB HOSP),D06A0 - ANTIBIÓTICOS TÓPICOS E/OU SULFONAMIDAS,Sim
SULFATO DE NEOMICINA;BACITRACINA ZÍNCICA,1438100860018,NEBACIMED,(5 MG + 250 UI)/G POM DERM CT BG AL X 15 G ,D06A0 - ANTIBIÓTICOS TÓPICOS E/OU SULFONAMIDAS,Não
SULFATO DE NEOMICINA;BACITRACINA ZÍNCICA,1438101210025,SULFATO DE NEOMICINA + BACITRACINA ZÍNCICA,5 MG/G + 250 UI/G POM DERM CT BG AL X 15 G,D06A0 - ANTIBIÓTICOS TÓPICOS E/OU SULFONAMIDAS,Não
SULFATO DE NEOMICINA;BACITRACINA ZÍNCICA,1037005210067,BACITRACINA ZÍNCICA + SULFATO DE NEOMICINA,5MG/G + 250 UI/G POM DERM CX 50 BG AL X 15 G (EMB HOSP),D06A0 - ANTIBIÓTICOS TÓPICOS E/OU SULFONAMIDAS,Sim
SULFATO DE NEOMICINA;BACITRACINA ZÍNCICA,1037005210040,BACITRACINA ZÍNCICA + SULFATO DE NEOMICINA,5MG/G + 250 UI/G POM DERM CT BG AL X 50 G,D06A0 - ANTIBIÓTICOS TÓPICOS E/OU SULFONAMIDAS,Não
SULFATO DE NEOMICINA;BACITRACINA ZÍNCICA,1037005210024,BACITRACINA ZÍNCICA + SULFATO DE NEOMICINA,5MG/G + 250 UI/G POM DERM CT BG AL X 15 G,D06A0 - ANTIBIÓTICOS TÓPICOS E/OU SULFONAMIDAS,Não
SULFATO DE NEOMICINA;BACITRACINA ZÍNCICA,1057100820017,BACINA,5 MG + 250 UI/G POM DERM CT BG AL X 15 G,D06A0 - ANTIBIÓTICOS TÓPICOS E/OU SULFONAMIDAS,Não
SULFATO DE NEOMICINA;BACITRACINA ZÍNCICA,1057100820025,BACINA,5 MG + 250 UI/G POM DERM CT BG AL X 10 G,D06A0 - ANTIBIÓTICOS TÓPICOS E/OU SULFONAMIDAS,Não
SULFATO DE NEOMICINA;BACITRACINA ZÍNCICA,1049702680018,FERID,5 MG + 250 UI POM DERM CT BG AL X 10 G,D06A0 - ANTIBIÓTICOS TÓPICOS E/OU SULFONAMIDAS,Não
SULFATO DE NEOMICINA;BACITRACINA ZÍNCICA,1256801280031,SULFATO DE NEOMICINA + BACITRACINA ZÍNCICA,5 MG/G + 250 UI/G POM DERM CT BG AL X 15 G,D06A0 - ANTIBIÓTICOS TÓPICOS E/OU SULFONAMIDAS,Não
SULFATO DE NEOMICINA;BACITRACINA ZÍNCICA,1256801280021,SULFATO DE NEOMICINA + BACITRACINA ZÍNCICA,5 MG/G + 250 UI/G POM DERM CT BG AL X 50 G,D06A0 - ANTIBIÓTICOS TÓPICOS E/OU SULFONAMIDAS,Não
SULFATO DE NEOMICINA;BACITRACINA ZÍNCICA,1256801280013,SULFATO DE NEOMICINA + BACITRACINA ZÍNCICA,5 MG/G + 250 UI/G POM DERM CX 200 BG AL X 15 G (EMB HOSP),D06A0 - ANTIBIÓTICOS TÓPICOS E/OU SULFONAMIDAS,Sim
SULFATO DE NEOMICINA;BACITRACINA ZÍNCICA,1256801280048,SULFATO DE NEOMICINA + BACITRACINA ZÍNCICA,5 MG/G + 250 UI/G POM DERM CX 50 BG AL X 50 G (EMB HOSP),D06A0 - ANTIBIÓTICOS TÓPICOS E/OU SULFONAMIDAS,Sim
SULFATO DE NEOMICINA;BACITRACINA ZÍNCICA,1256801280064,SULFATO DE NEOMICINA + BACITRACINA ZÍNCICA,5 MG/G + 250 UI/G POM DERM CX 200 BG AL X 10 G (EMB HOSP),D06A0 - ANTIBIÓTICOS TÓPICOS E/OU SULFONAMIDAS,Sim
SULFATO DE NEOMICINA;BACITRACINA ZÍNCICA,1068900050025,BACTODERM,"5,0 MG/G + 250 UI/G POM DERM CT BG AL X 15 G",D06A0 - ANTIBIÓTICOS TÓPICOS E/OU SULFONAMIDAS,Não
SULFATO DE NEOMICINA;BACITRACINA ZÍNCICA,1728703660020,SULFATO DE NEOMICINA + BACITRACINA ZÍNCICA,"5,0 MG/G + 250 UI/G POM DERM CT BG AL X 15 G",D06A0 - ANTIBIÓTICOS TÓPICOS E/OU SULFONAMIDAS,Não
SULFATO DE NEOMICINA;BACITRACINA ZÍNCICA,1046500420029,EPICITRIN,5 MG/G + 250 UI/G POM DERM CX 50 BG AL X 10 G (EMB HOSP),D06A0 - ANTIBIÓTICOS TÓPICOS E/OU SULFONAMIDAS,Sim
SULFATO DE NEOMICINA;BACITRACINA ZÍNCICA,1120800710025,LQFEX - SULFATO DE NEOMICINA + BACITRACINA ZINCICA,5 MG/G + 250 UI/G POM DERM CX 50 BG AL X 10 G,D06A0 - ANTIBIÓTICOS TÓPICOS E/OU SULFONAMIDAS,Não
SULFATO DE NEOMICINA;BACITRACINA ZÍNCICA,1103900720014,FURP-NEOMICINA + BACITRACINA,5 MG/G + 250 UI/G POM DERM CX 50 BG AL X 10 G (EMB HOSP),D06A0 - ANTIBIÓTICOS TÓPICOS E/OU SULFONAMIDAS,Sim
SULFATO DE NEOMICINA;BACITRACINA ZÍNCICA,1053500930011,BACINANTRAT,(5 MG + 250 UI)/G POM DERM CT BG AL X 10 G,D06A0 - ANTIBIÓTICOS TÓPICOS E/OU SULFONAMIDAS,Não
SULFATO DE NEOMICINA;BACITRACINA ZÍNCICA,1677302010027,NEOTRICIN,5 MG + 250 UI/G POM DERM CT BG AL X 50G,D06A0 - ANTIBIÓTICOS TÓPICOS E/OU SULFONAMIDAS,Não
SULFATO DE NEOMICINA;BETAMETASONA,1010702160043,BETNOVATE,1MG/G + 5MG/G CREM CT BG AL X 30G,D07B1 - CORTICOESTERÓIDES ASSOCIADOS A ANTIBACTERIANOS,Não
SULFATO DE NEOMICINA;DESOXIMETASONA,1130000380010,ESPERSON N,"2,5 MG + 7,145 MG POM DERM CT BG AL X 20 G",D07B1 - CORTICOESTERÓIDES ASSOCIADOS A ANTIBACTERIANOS,Não
SULFATO DE NEOMICINA;DEXAMETASONA,1044000450043,METCORT,1 MG/G + 5 MG/G CREM DERM CT BG AL X 10 G,D07A0 - CORTICOESTERÓIDES TÓPICOS PUROS,Não
SULFATO DE NEOMICINA;FLUDROXICORTIDA,1097401470022,DRENISON N,N - CREM DERM CT BG AL X 30 G,D07B1 - CORTICOESTERÓIDES ASSOCIADOS A ANTIBACTERIANOS,Não
SULFATO DE NEOMICINA;FLUDROXICORTIDA,1097401470057,DRENISON N,"0,125 MG + 3,5 MG/G POM DERM CT BG AL X 30 G",D07B1 - CORTICOESTERÓIDES ASSOCIADOS A ANTIBACTERIANOS,Não
SULFATO DE NEOMICINA;FLUOCINOLONA ACETONIDA,1038500160012,ELOTIN,"0,275 MG/ML+3,850 MG/ML+11.000 UI/ML+20 MG/ML SOL OTO CT FR PLAS TRANS GOT X 5 ML",S02C0 - ASSOCIAÇÕES OTOLÓGICAS CORTICOSTERÓIDES COM ANTIINFECCIOSOS,Não
SULFATO DE NEOMICINA;FOSFATO DISSÓDICO DE DEXAMETASONA,1057700670062,DEXAZONA,1MG/G + 5MG/G CREM CT BG AL X 15G,D07A0 - CORTICOESTERÓIDES TÓPICOS PUROS,Não
SULFATO DE NEOMICINA;FOSFATO DISSÓDICO DE DEXAMETASONA,1057302990010,DECADRON COLÍRIO,"1,33 MG/ML + 6,25 MG/ML SOL OCUL CT FR PLAS OPC GOT X 5 ML",S01C1 - ASSOCIAÇÕES OFTALMOLÓGICAS CORTICOSTERÓIDES COM ANTIINFECCIOSOS,Não
SULFATO DE NEOMICINA;FOSFATO DISSÓDICO DE DEXAMETASONA,1677302450019,NEOCORTIN,"1,0 MG + 5,0 MG/ML SOL OFR CT FR PLAS OPC GOT X 5 ML",S01C1 - ASSOCIAÇÕES OFTALMOLÓGICAS CORTICOSTERÓIDES COM ANTIINFECCIOSOS,Não
SULFATO DE POLIMIXINA B;CLORIDRATO DE OXITETRACICLINA,1021600240061,TERRAMICINA COM POLIMIXINA B,30 MG/G + 10000 U/G POM TOP CT BG AL X 15 G,D06A0 - ANTIBIÓTICOS TÓPICOS E/OU SULFONAMIDAS,Não
SULFATO DE POLIMIXINA B;CLORIDRATO DE OXITETRACICLINA,1021600240019,TERRAMICINA,"5 MG/G + 10000 U/G POM OFT CT BG AL X 3,5 G",S01A0 - ANTIINFECCIOS OFTALMOLÓGICOS,Não
SULFATO DE POLIMIXINA B;LIDOCAÍNA,1039001870018,LIDOSPORIN,"12000 UI + 45,4 MG/ML SOL OTOL CT FR PLAS OPC GOT X 10 ML",S02A0 - ANTIINFECCIOSOS OTOLÓGICOS,Não
SULFATO DE PSEUDOEFEDRINA;DESLORATADINA,1002901870015,DESALEX D12,"2,5 MG + 120 MG COM LIB MOD CT BL AL/AL X 4",R01B0 - PREPARAÇÕES SISTÊMICAS NASAIS,Não
SULFATO DE PSEUDOEFEDRINA;DESLORATADINA,1002901870023,DESALEX D12,"2,5 MG + 120 MG COM LIB MOD CT BL AL/AL X 10",R01B0 - PREPARAÇÕES SISTÊMICAS NASAIS,Não
SULFATO DE PSEUDOEFEDRINA;LORATADINA,1155700580017,HISTAMIX D,5 MG + 120 MG DRG. CT 2 BL AL PLAS INC X 6 ,R01B0 - PREPARAÇÕES SISTÊMICAS NASAIS,Não
SULFATO DE PSEUDOEFEDRINA;LORATADINA,1023505490018,CLORATADD D,5 MG + 120 MG DRG CT 2 BL AL PLAS INC X 6,R01B0 - PREPARAÇÕES SISTÊMICAS NASAIS,Não
SULFATO DE PSEUDOEFEDRINA;LORATADINA,1410700440011,LORADRINA D,5 MG+ 120 MG DRG CT BL AL PLAS INC X 12,R01B0 - PREPARAÇÕES SISTÊMICAS NASAIS,Não
SULFATO DE PSEUDOEFEDRINA;LORATADINA,1155700580033,HISTAMIX D,1 MG+ 12 MG/ML XPE CT 1 FR VD AMB X 60 ML,R01B0 - PREPARAÇÕES SISTÊMICAS NASAIS,Não
SULFATO DE PSEUDOEFEDRINA;LORATADINA,1121303480011,LORATADINA + SULFATO DE PSEUDOEFEDRINA,1 MG/ML + 12 MG/ML XPE CT FR VD AMB X 60 ML + CP MED,R01B0 - PREPARAÇÕES SISTÊMICAS NASAIS,Não
SULFATO DE PSEUDOEFEDRINA;LORATADINA,1023505690017,LORATADINA + PSEUDOEFEDRINA,1 MG/ML + 12 MG/ML XPE CT FR VD AMB X 60 ML + CP MED,R01B0 - PREPARAÇÕES SISTÊMICAS NASAIS,Não
SULFATO DE PSEUDOEFEDRINA;LORATADINA,1542301550010,LORITIL D,1 MG/ML + 12 MG/ML XPE CT FR VD AMB X 60 ML + CP MED,R01B0 - PREPARAÇÕES SISTÊMICAS NASAIS,Não
SULFATO DE PSEUDOEFEDRINA;LORATADINA,1677302270010,ALERGALIV D,1 MG/ML + 12 MG/ML XPE CT FR VD AMB X 60 ML + CP DOS,R01B0 - PREPARAÇÕES SISTÊMICAS NASAIS,Não
SULFATO DE PSEUDOEFEDRINA;LORATADINA,1677303030013,LORATADINA + SULFATO DE PSEUDOEFEDRINA,1 MG/ML + 12 MG/ML XPE CT FR VD AMB X 60 ML + CP MED,R01B0 - PREPARAÇÕES SISTÊMICAS NASAIS,Não
SULFATO DE PSEUDOEFEDRINA;LORATADINA,1018104730011,LORATADINA +SULFATO DE PSEUDOEFEDRINA,1 MG/ML + 12 MG/ML XPE CT FR VD AMB X 60 ML + DOSADOR ,R01B0 - PREPARAÇÕES SISTÊMICAS NASAIS,Não
SULFATO DE PSEUDOEFEDRINA;LORATADINA,1037004850011,LORATADINA + SULFATO DE PSEUDOEFEDRINA,1 MG/ML + 12 MG/ML XPE CT FR VD AMB X 60 ML + CP MED,R01B0 - PREPARAÇÕES SISTÊMICAS NASAIS,Sim
SULFATO DE PSEUDOEFEDRINA;LORATADINA,1046504380013,LORATADINA + SULFATO DE PSEUDOEFEDRINA,1 MG/ ML + 12 MG/ ML XPE CT FR VD AMB X 60 ML + CP MED,R01B0 - PREPARAÇÕES SISTÊMICAS NASAIS,Não
SULFATO DE PSEUDOEFEDRINA;LORATADINA,1058303140019,LORATADINA + SULFATO DE PSEUDOEFEDRINA,1 MG/ML + 12 MG/ML XPE CT FR VD AMB X 60 ML + CP MED,R01B0 - PREPARAÇÕES SISTÊMICAS NASAIS,Não
SULFATO DE PSEUDOEFEDRINA;LORATADINA,1002901880037,CLARITIN D,"1,0 MG/ML + 12,0 MG/ML XPE CT FR VD AMB X 30 ML ",R01B0 - PREPARAÇÕES SISTÊMICAS NASAIS,Não
SULFATO DE PSEUDOEFEDRINA;LORATADINA,1002901880010,CLARITIN D,"1,0 MG/ML + 12,0 MG/ML XPE CT FR VD AMB X 60 ML",R01B0 - PREPARAÇÕES SISTÊMICAS NASAIS,Não
SULFATO DE PSEUDOEFEDRINA;MALEATO DE DEXBRONFENIRAMINA,1043000270015,WINTER AP,"6,0 MG + 120 MG CAP AP C/ MICROG CT BL AL PLAS INC X 8",R01B0 - PREPARAÇÕES SISTÊMICAS NASAIS,Não
SULFATO DE SALBUTAMOL;BROMETO DE IPRATRÓPIO,1036701030026,COMBIVENT,20 MCG/50 MCL + 120 MCG/50 MCL SUSP AER CT FR AL X 10 ML + AEROCAMERA,"R03L1 - ASSOCIAÇÕES DE ANTICOLINÉRGICOS DE CURTA DURAÇÃO COM AGONISTAS-B2 DE CURTA DURAÇÃO, INALANTES",Não
SULFATO DE SALBUTAMOL;DIPROPIONATO DE BECLOMETASONA,1005801160010,CLENIL COMPOSITUM HFA,50 + 100 MCG / DOSE AER BUCAL CT TB AL + DISP ORAL X 200 DOSES,"R03F1 - ANTIASMÁTICOS/DPOC AGONISTAS B2 ASSOCIADOS A CORTICOSTERÓIDES, INALANTES",Não
SULFATO DE SALBUTAMOL;DIPROPIONATO DE BECLOMETASONA,1005801160037,CLENIL COMPOSITUM HFA,50 + 100 MCG / DOSE AER BUCAL CT TB AL + DISP ORAL + ESPAÇ JET X 200 DOSES,"R03F1 - ANTIASMÁTICOS/DPOC AGONISTAS B2 ASSOCIADOS A CORTICOSTERÓIDES, INALANTES",Não
SULFATO DE SALBUTAMOL;DIPROPIONATO DE BECLOMETASONA,1005801160029,CLENIL COMPOSITUM HFA,50 + 100 MCG / DOSE AER BUCAL CT TB AL + ESPAÇ JET X 200 DOSES,"R03F1 - ANTIASMÁTICOS/DPOC AGONISTAS B2 ASSOCIADOS A CORTICOSTERÓIDES, INALANTES",Não
SULFATO DE SALBUTAMOL;DIPROPIONATO DE BECLOMETASONA,1005800770044,CLENIL COMPOSITUM A,400 MG + 800 MCG/ML SUS NEBUL CT 10 FLAC PLAS TRANS X 2 ML,"R03F1 - ANTIASMÁTICOS/DPOC AGONISTAS B2 ASSOCIADOS A CORTICOSTERÓIDES, INALANTES",Não
SULFATO DE SALBUTAMOL;GUAIFENESINA,1023508230033,SULFATO DE SALBUTAMOL + GUAIFENESINA,"0,4 MG/ML + 20 MG/ML SOL OR CT FR VD AMB X 120 ML + CP MED",R05C0 - EXPECTORANTES,Não
SULFATO DE SALBUTAMOL;GUAIFENESINA,1058305270033,SULFATO DE SALBUTAMOL + GUAIFENESINA,"0,4 MG/ML + 20 MG/ML SOL OR CT FR VD AMB X 120 ML + CP MED",R05C0 - EXPECTORANTES,Não
SULFATO DE SALBUTAMOL;GUAIFENESINA,1010701950016,AEROFLUX,2MG/5ML + 100MG/5ML SOL OR CT FR VD AMB X 120 ML,R05C0 - EXPECTORANTES,Sim
SULFATO DE SALBUTAMOL;SALBUTAMOL,1171700090054,AEROFRIN,100 MCG/JATO DOSE SOL PROP AER CT TB AL X 200 JATOS,R03A4 - ANTIASMÁTICOS/DPOC AGONISTAS B2 CURTA AÇÃO INALANTE,Não
SULFATO DE TERBUTALINA;GUAIFENESINA,1018104060016,SULFATO DE TERBUTALINA + GUAIFESINA,"0,3 MG/ML + 13,3 MG/ML XPE CT FR VD AMB X 100 ML +",R05C0 - EXPECTORANTES,Não
SULFATO DE TERBUTALINA;GUAIFENESINA,1256800940011,SULFATO DE TERBUTALINA+GUAIFENESINA,"0,3 MG/ML + 13,3 MG/ML XPE CT FR VD AMB X 100 ML + CP MED ",R05C0 - EXPECTORANTES,Não
SULFATO DE TERBUTALINA;GUAIFENESINA,1677300500035,BRONQUITOSS,"0,3 MG/ ML + 13,3 MG/ ML XPE CT FR VD AMB X 120 ML + COP",R03A2 - ANTIASMÁTICOS/DPOC AGONISTAS B2 SISTÊMICOS,Não
SULFATO DE TRIMETOPRIMA;SULFAMETOXAZOL,1037006250062,BACTERACIN,800 MG + 160 MG COM CT BL AL PLAS TRANS X 10,J01E0 - ASSOCIAÇÕES DE TRIMETOPRIMA E SIMILARES,Não
SULFATO DE TRIMETOPRIMA;SULFAMETOXAZOL,1037006380012,BACTERACIN,40 MG/ML + 8 MG / ML SUS OR CT FR VD AMB X 100 ML + COP,J01E0 - ASSOCIAÇÕES DE TRIMETOPRIMA E SIMILARES,Não
SULFATO DE TUAMINOEPTANO;ACETILCISTEÍNA,1008401120016,RINOFLUIMUCIL,10 MG/ML +5 MG/ML SOL NAS CT FR VD AMB CGT X 12 ML,R01A3 - CORTICOSTERÓIDES NASAIS COM ANTI-INFECCIOSOS,Não
SULFATO DE VINCRISTINA;MANITOL,1021601850015,VINCIZINA CS,1 MG/ML SOL INJ CT 5 FA PLAS TRANS X 1 ML (REST HOSP),L01C1 - AGENTES ANTINEOPLÁSICOS ALCALÓIDES DA VINCA,Sim
SULFATO DE ZINCO HEPTAIDRATADO;CLORIDRATO DE NAFAZOLINA,1004700990028,VISUAL,"0,15 MG/ML + 0,30 MG/ML SOL OFT CT FR PLAS TRANS GOT X 20 ML","S01G5 - DESCONGESTIONANTES OFTALMOLÓGICOS, SIMPATICOMIMÉTICOS",Não
SULFATO DE ZINCO;CLORIDRATO DE NAFAZOLINA,1130001790033,COLÍRIO MOURA BRASIL,"0,15 MG + 0,3 MG SOL OFT CT FR PLAS TRANS CGT X 20 ML","S01G5 - DESCONGESTIONANTES OFTALMOLÓGICOS, SIMPATICOMIMÉTICOS",Não
SULFATO DE ZINCO;CLORIDRATO DE NAFAZOLINA,1677302720016,COLÍRIO LEGRAND,"0,30 MG/ML + 0,15 MG/ML SOL OCU CT PLAS OPC GOT X 20 ML","S01G5 - DESCONGESTIONANTES OFTALMOLÓGICOS, SIMPATICOMIMÉTICOS",Não
SULFATO DE ZINCO;CLORIDRATO DE NAFAZOLINA,1014700260013,ZINCOLOK,"0,5 MG/ML + 2,5 MG/ML SOL OFT CT FR PLAS OPC GOT X 5 ML","S01G5 - DESCONGESTIONANTES OFTALMOLÓGICOS, SIMPATICOMIMÉTICOS",Não
SULFATO DE ZINCO;CLORIDRATO DE NAFAZOLINA,1558403860015,COLIRIO BLUMEN,"0,15 MG/ML + 0,30 MG/ML SOL OFT CT FR PLAS TRANS GOT X 20 ML","S01G5 - DESCONGESTIONANTES OFTALMOLÓGICOS, SIMPATICOMIMÉTICOS",Não
SULFATO DE ZINCO;CLORIDRATO DE NAFAZOLINA,1040401460010,COLIRIO BLUMEN,20 ML,"S01G5 - DESCONGESTIONANTES OFTALMOLÓGICOS, SIMPATICOMIMÉTICOS",Não
SULFATO DE ZINCO;CLORIDRATO DE NAFAZOLINA,1039201000017,VITAL COLIRIO,"0,30 MG + 0,150 MG/ML SOL OFT CT FR PLAS OPC GT X 20 ML","S01G5 - DESCONGESTIONANTES OFTALMOLÓGICOS, SIMPATICOMIMÉTICOS",Não
SULFATO DE ZINCO;CLORIDRATO DE TETRIZOLINA,1014701660010,MIRABEL,"0,5 MG/ML + 1,0 MG/ML SOL OF CT 01 FR PLAS TRANS GOT X 10 ML","S01G5 - DESCONGESTIONANTES OFTALMOLÓGICOS, SIMPATICOMIMÉTICOS",Não
SULFATO DE ZINCO;NITRATO DE NAFAZOLINA,1172500250031,MAXIBELL,"0,5 MG + 4,0 MG/ML SOL OFT CT FR PLAS OPC GOT X 10 ML","S01G5 - DESCONGESTIONANTES OFTALMOLÓGICOS, SIMPATICOMIMÉTICOS",Não
SULFATO FERROSO HEPTAIDRATADO;SULFATO FERROSO,1057100040119,SULFERBEL,40 MG COM REV CT BL AL PLAS INC X 1000,B03A1 - FERRO PURO,Não
SULFATO FERROSO;CLORIDRATO DE TIAMINA,1044000780011,DELTAVIT,DRG CT FR VD AMB X 50,A11A4 - OUTROS POLIVITAMÍNICOS COM MINERAIS,Não
