PRINCÍPIO ATIVO,REGISTRO,PRODUTO,APRESENTAÇÃO,CLASSE TERAPÊUTICA
PIROXICAM,1058303550012,PIROXICAM,20 MG CAP GEL DURA CT BL AL PLAS INC X 10 ,DOR NAS ARTICULAÇÕES
PIROXICAM,1058303550039,PIROXICAM,20 MG CAP GEL DURA CT BL AL PLAS INC X 15,DOR NAS ARTICULAÇÕES
PIROXICAM,1021600130345,FELDENE,20 MG CAP GEL DURA CT BL AL PLAS INC X 10,DOR NAS ARTICULAÇÕES
PIROXICAM,1021600130353,FELDENE,20 MG CAP GEL DURA CT BL AL PLAS INC X 15,DOR NAS ARTICULAÇÕES
PIROXICAM,1048101180020,PIROXICAM,20 MG CAP GEL DURA CT BL AL PLAS INC X 15,DOR NAS ARTICULAÇÕES
PIROXICAM,1023504680018,PIROXICAM,20 MG CAP GEL DURA CT BL AL PLAS INC X 10,DOR NAS ARTICULAÇÕES
PIROXICAM,1023504680026,PIROXICAM,20 MG CAP GEL DURA CT BL AL PLAS INC X 15,DOR NAS ARTICULAÇÕES
PIROXICAM,1004701930037,ANARTRIT,20 MG CAP GEL DURA CT BL AL PLAS INC X 12,DOR NAS ARTICULAÇÕES
PIROXICAM,1256801550010,PIROXICAM,20 MG CAP GEL DURA CT BL AL PLAS INC X 15 ,DOR NAS ARTICULAÇÕES
PIROXICAM,1256801550037,PIROXICAM,20 MG CAP GEL DURA CT BL AL PLAS INC X 300 (EMB HOSP),DOR NAS ARTICULAÇÕES
PIROXICAM,1256801550053,PIROXICAM,20 MG CAP GEL DURA CT BL AL PLAS INC X 80 (EMB FRAC),DOR NAS ARTICULAÇÕES
PIROXICAM,1021600130426,FELDENE GEL,5 MG/G GEL CT 1 BG AL X 30 G,DOR NAS ARTICULAÇÕES
PIROXICAM,1023507600023,PIROXICAM,5 MG/G GEL CT BG AL X 30 G ,DOR NAS ARTICULAÇÕES
PIROXICAM,1235201600014,PIROXICAM,5 MG/G GEL CT BG AL REV X 30 G,DOR NAS ARTICULAÇÕES
PIROXICAM,1542300790018,PIROXICAM,5 MG/G GEL DERM CT BG AL X 30 G  ,DOR NAS ARTICULAÇÕES
PIROXICAM,1021600130027,FELDENE,20 MG SUP CT STR X 6,DOR NAS ARTICULAÇÕES
PIROXICAM,1186100240215,INFLAX,40 MG/ 2 ML SOL INJ CT 2 AMP VD AMB X 2 ML,DOR NAS ARTICULAÇÕES
PIROXICAM,1021600130442,FELDENE,20 MG SUP CT  STR X 10,DOR NAS ARTICULAÇÕES
PIROXICAM,1021600130310,FELDENE,20 MG/ML SOL INJ CX 2 AMP VD AMB X 2 ML,DOR NAS ARTICULAÇÕES
PIROXICAM,1046501920033,FLOXICAM,10 MG/ML SUS OR CT FR PLAS OPC GOT X 15 ML,DOR NAS ARTICULAÇÕES
PIROXICAM BETACICLODEXTRINA,1005800970094,CICLADOL,20 MG COM EFERV CT STR X 6,DOR NAS ARTICULAÇÕES
PIROXICAM BETACICLODEXTRINA,1057301420083,FLOGENE,20 MG CAP GEL DURA CT BL AL PLAS INC X 10,DOR NAS ARTICULAÇÕES
PIROXICAM BETACICLODEXTRINA,1057301420067,FLOGENE,10 MG/ML SUS OR CT FR PLAS OPC GOT X 20 ML,DOR NAS ARTICULAÇÕES
PRAZIQUANTEL,1106300360011,FAR-MANGUINHOS PRAZIQUANTEL,600 MG COM CT 50 ENV AL POLIET X 10,DIARRÉIA
PREGABALINA,1221400820030,PREBICTAL,150 MG CAP GEL DURA CT BL AL PLAS INC X 14  ,CONVULSÕES
PREGABALINA,1221400820049,PREBICTAL,150 MG CAP GEL DURA CT BL AL PLAS INC X 28,CONVULSÕES
PREGABALINA,1221400920019,PREBICTAL,50 MG CAP DURA CT BL AL PLAS TRANS X 14,CONVULSÕES
PREGABALINA,1221400920027,PREBICTAL,50 MG CAP DURA CT BL AL PLAS TRANS X 28,CONVULSÕES
PREGABALINA,1221400820014,PREBICTAL,75 MG CAP GEL DURA CT BL AL PLAS INC X 14 ,CONVULSÕES
PREGABALINA,1221400820022,PREBICTAL,75 MG CAP GEL DURA CT BL AL PLAS INC X 28,CONVULSÕES
PREGABALINA,1057304640122,DORENE TABS,150 MG COM CT BL AL PLAS TRANS X 15,CONVULSÕES
PREGABALINA,1057304640157,DORENE TABS,150 MG COM CT BL AL PLAS TRANS X 30,CONVULSÕES
PREGABALINA,1057304640041,DORENE TABS,75 MG COM CT BL AL PLAS TRANS X 15,CONVULSÕES
PREGABALINA,1057304640076,DORENE TABS,75 MG COM CT BL AL PLAS TRANS X 30,CONVULSÕES
PREGABALINA,1832602600108,PREGABALINA,150 MG CAP GEL DURA CT BL AL PLAS TRANS X 30,CONVULSÕES
PREGABALINA,1832600880103,PROLEPTOL,150 MG CAP GEL DURA CT BL AL PLAS TRANS X 30,CONVULSÕES
PREGABALINA,1037005890114,PREGABALINA,150 MG CAP DURA CT BL AL PLAS TRANS X 28,CONVULSÕES
PREGABALINA,1008903810043,PRENEURIN,150 MG CAP GEL DURA CT BL AL PVC/ACLAR X 30,CONVULSÕES
PREGABALINA,1008903830044,PREGABALINA,150 MG CAP GEL DURA CT BL AL PVC/ACLAR X 30,CONVULSÕES
PREGABALINA,1021602280069,PREGABALINA,150 MG CAP GEL DURA CT BL AL PLAS TRANS X 10,CONVULSÕES
PREGABALINA,1021602280077,PREGABALINA,150 MG CAP GEL DURA CT BL AL PLAS TRANS X 14,CONVULSÕES
PREGABALINA,1021602280085,PREGABALINA,150 MG CAP GEL DURA CT BL AL PLAS TRANS X 20,CONVULSÕES
PREGABALINA,1021602280093,PREGABALINA,150 MG CAP GEL DURA CT BL AL PLAS TRANS X 28,CONVULSÕES
PREGABALINA,1021602280107,PREGABALINA,150 MG CAP GEL DURA CT BL AL PLAS TRANS X 56,CONVULSÕES
PREGABALINA,1021601550216,LYRICA,150 MG CAP GEL DURA CT BL AL PLAS INC X 10 ,CONVULSÕES
PREGABALINA,1021601550224,LYRICA,150 MG CAP GEL DURA CT BL AL PLAS INC X 14,CONVULSÕES
PREGABALINA,1021601550232,LYRICA,150 MG CAP GEL DURA CT BL AL PLAS INC X 20,CONVULSÕES
PREGABALINA,1021601550240,LYRICA,150 MG CAP GEL DURA CT BL AL PLAS INC X 28,CONVULSÕES
PREGABALINA,1021601550259,LYRICA,150 MG CAP GEL DURA CT BL AL PLAS INC X 30,CONVULSÕES
PREGABALINA,1057304570124,DORENE,150 MG CAP GEL DURA CT BL AL PLAS TRANS X 15,CONVULSÕES
PREGABALINA,1057304570159,DORENE,150 MG CAP GEL DURA CT BL AL PLAS TRANS X 30,CONVULSÕES
PREGABALINA,1211002950085,PREGABALINA,150 MG CAP GEL DURA CT BL AL PLAS TRANS X 14,CONVULSÕES
PREGABALINA,1211002950077,PREGABALINA,150 MG CAP GEL DURA CT BL AL PLAS TRANS X 10 ,CONVULSÕES
PREGABALINA,1211002950093,PREGABALINA,150 MG CAP GEL DURA CT BL AL PLAS TRANS X 20,CONVULSÕES
PREGABALINA,1211002950107,PREGABALINA,150 MG CAP GEL DURA CT BL AL PLAS TRANS X 28,CONVULSÕES
PREGABALINA,1211002950115,PREGABALINA,150 MG CAP GEL DURA CT BL AL PLAS TRANS X 56,CONVULSÕES
PREGABALINA,1021601550429,LYRICA,25 MG CAP GEL DURA CT BL AL PLAS INC X 10,CONVULSÕES
PREGABALINA,1021601550437,LYRICA,25 MG CAP GEL DURA CT BL AL PLAS INC X 14,CONVULSÕES
PREGABALINA,1021601550445,LYRICA,25 MG CAP GEL DURA CT BL AL PLAS INC X 20,CONVULSÕES
PREGABALINA,1021601550453,LYRICA,25 MG CAP GEL DURA CT BL AL PLAS INC X 28,CONVULSÕES
PREGABALINA,1021601550461,LYRICA,25 MG CAP GEL DURA CT BL AL PLAS INC X 30,CONVULSÕES
PREGABALINA,1832602600035,PREGABALINA,75 MG CAP GEL DURA CT BL AL PLAS TRANS X 30,CONVULSÕES
PREGABALINA,1832600880014,PROLEPTOL,75 MG CAP GEL DURA CT BL AL PLAS TRANS X 15,CONVULSÕES
PREGABALINA,1832600880030,PROLEPTOL,75 MG CAP GEL DURA CT BL AL PLAS TRANS X 30,CONVULSÕES
PREGABALINA,1037005890041,PREGABALINA,75 MG CAP DURA CT BL AL PLAS TRANS X 28,CONVULSÕES
PREGABALINA,1008903810027,PRENEURIN,75 MG CAP GEL DURA CT BL AL PVC/ACLAR X 30,CONVULSÕES
PREGABALINA,1008903830028,PREGABALINA,75 MG CAP GEL DURA CT BL AL PVC/ACLAR  X 30,CONVULSÕES
PREGABALINA,1021602280018,PREGABALINA,75 MG CAP GEL DURA CT BL AL PLAS TRANS X 10,CONVULSÕES
PREGABALINA,1021602280026,PREGABALINA,75 MG CAP GEL DURA CT BL AL PLAS TRANS X 14,CONVULSÕES
PREGABALINA,1021602280034,PREGABALINA,75 MG CAP GEL DURA CT BL AL PLAS TRANS X 20,CONVULSÕES
PREGABALINA,1021602280042,PREGABALINA,75 MG CAP GEL DURA CT BL AL PLAS TRANS X 28,CONVULSÕES
PREGABALINA,1021602280050,PREGABALINA,75 MG CAP GEL DURA CT BL AL PLAS TRANS X 56,CONVULSÕES
PREGABALINA,1021601550119,LYRICA,75 MG CAP GEL DURA CT BL AL PLAS INC X 10 ,CONVULSÕES
PREGABALINA,1021601550127,LYRICA,75 MG CAP GEL DURA CT BL AL PLAS INC X 14,CONVULSÕES
PREGABALINA,1021601550135,LYRICA,75 MG CAP GEL DURA CT BL AL PLAS INC X 20,CONVULSÕES
PREGABALINA,1021601550143,LYRICA,75 MG CAP GEL DURA CT BL AL PLAS INC X 28,CONVULSÕES
PREGABALINA,1021601550151,LYRICA,75 MG CAP GEL DURA CT BL AL PLAS INC X 30,CONVULSÕES
PREGABALINA,1121304590058,PREGABALINA,75 MG CAP GEL DURA CT BL AL PLAS TRANS X 30 ,CONVULSÕES
PREGABALINA,1057304570043,DORENE,75 MG CAP GEL DURA CT BL AL PLAS TRANS X 15,CONVULSÕES
PREGABALINA,1057304570078,DORENE,75 MG CAP GEL DURA CT BL AL PLAS TRANS X 30,CONVULSÕES
PREGABALINA,1057304580073,PREGABALINA,75 MG CAP GEL DURA CT BL AL PLAS TRANS X 30,CONVULSÕES
PREGABALINA,1211002950018,PREGABALINA,75 MG CAP GEL DURA CT BL AL PLAS TRANS X 10 ,CONVULSÕES
PREGABALINA,1211002950026,PREGABALINA,75 MG CAP GEL DURA CT BL AL PLAS TRANS X 14,CONVULSÕES
PREGABALINA,1211002950042,PREGABALINA,75 MG CAP GEL DURA CT BL AL PLAS TRANS X 28,CONVULSÕES
PREGABALINA,1211002950069,PREGABALINA,75 MG CAP GEL DURA CT BL AL PLAS TRANS X 56,CONVULSÕES
PREGABALINA,1211002950034,PREGABALINA,75 MG CAP GEL DURA CT BL AL PLAS TRANS X 20,CONVULSÕES
PRIMIDONA,1011801310068,PRIMID,100 MG COM CT BL AL PLAS INC X 100,CONVULSÕES
PRIMIDONA,1011801310092,PRIMID,250 MG COM CT BL AL PLAS INC X 20,CONVULSÕES
PROPIFENAZONA,1705600500064,SARIDON,250 MG + 150 MG + 50 MG COM CX BL AL PLAS INC X 400  (EMB MULT),FEBRE
PROPIFENAZONA,1705600500031,SARIDON,250 MG + 150 MG + 50 MG COM CT BL AL PLAS INC X 20,FEBRE
PROPIFENAZONA,1705600500056,SARIDON,250 MG + 150 MG + 50 MG COM DISP BL AL PLAS INC X 100 (EMB MULT),FEBRE
SALICILATO DE METILA,1105200010088,EMPLASTRO SALONPAS,"330,0 MG + 300,0 MG + 65,0 MG + 42,0 MG + 50,0 MG EMP CT ENV AL X 2 UNID TAM GRANDE",DOR NAS ARTICULAÇÕES
SALICILATO DE METILA,1105200010142,EMPLASTRO SALONPAS,"330,0MG + 300,0 MG + 65,0 MG + 42,0 MG + 50,0 MG EMP CT ENV AL X 4 UNID TAM GRANDE",DOR NAS ARTICULAÇÕES
SALICILATO DE METILA,1105200010118,SALONPAS,"(12,5 + 10 + 10 + 3) MG / G EMP CT ENV AL POLIET X 3 UNID",DOR NAS ARTICULAÇÕES
SALICILATO DE METILA,1105200010045,SALONPAS,"0,15 G/G + 0,07 G/G GEL CT TB AL X 40 G",DOR NAS ARTICULAÇÕES
SALICILATO DE METILA,1105200010061,SALONPAS,"0,15 G + 0,07 G / G GEL CT TB AL X 20 G",DOR NAS ARTICULAÇÕES
SALICILATO DE METILA,1023510670096,BALSAMO BENGUE,"0,100 G+0,150 G/G GEL CT BG AL X 60 G",DOR NAS ARTICULAÇÕES
SALICILATO DE METILA,1781700270041,GELOL,LIN CT FR PLAS OPC X 45 ML,DOR NAS ARTICULAÇÕES
SALICILATO DE METILA,1023510670071,BALSAMO BENGUE,"0,250 G+0,250 G/G POM DERM CT BG AL X 60 G",DOR NAS ARTICULAÇÕES
SALICILATO DE METILA,1049713630033,GELO-BIO,"0,044 ML/G POM DERM CT BG AL X 20 G ",DOR NAS ARTICULAÇÕES
SALICILATO DE METILA,1781700270015,GELOL,POM DERM CT BG AL X 20 G,DOR NAS ARTICULAÇÕES
SALICILATO DE METILA,1049713630025,GELO-BIO,SOL PROP CT TB AL X 150 ML,DOR NAS ARTICULAÇÕES
SALICILATO DE METILA,1049713630017,GELO-BIO,SOL PROP CT TB AL X 60 ML,DOR NAS ARTICULAÇÕES
SALICILATO DE METILA,1781700270031,GELOL,AER TB AL X 60 ML,DOR NAS ARTICULAÇÕES
SALICILATO DE METILA,1105200010101,SALONPAS,"(30 + 38,5 + 38,5 + 19) MG/ML AER TB AL X 80 ML",DOR NAS ARTICULAÇÕES
SIMETICONA,1438101670026,DIMETIGASS,75 MG/ML EMU OR CT FR PLAS OPC GOT X 15 ML,GASES
SIMETICONA,1438101660020,SIMETICONA,75 MG/ML EMU OR CT FR PLAS OPC GOT X 15 ML,GASES
SIMETICONA,1624100230017,SIMETICONA,75 MG /ML EMULSÃO OR CT FR PLAS OPC X 15 ML,GASES
SIMETICONA,1624100230051,SIMETICONA,75 MG /ML EMULSÃO OR CX 24 FR PLAS OPC X 15 ML (EMB HOSP),GASES
SIMETICONA,1624100230068,SIMETICONA,75 MG /ML EMULSÃO OR CX 48 FR PLAS OPC X 15 ML (EMB HOSP),GASES
SIMETICONA,1624100230076,SIMETICONA,75 MG /ML EMULSÃO OR CX 96 FR PLAS OPC X 15 ML '(EMB HOSP),GASES
SIMETICONA,1542301710093,DIMEFTAL,125MG COM CT BL AL PVC INC X 10,GASES
SIMETICONA,1542301710166,DIMEFTAL,125 MG COM CT BL AL PVC INC X 500 (EMB HOSP),GASES
SIMETICONA,1542301710115,DIMEFTAL,125MG COM CT BL AL PVC INC X 100 (EMB HOSP /EMB MULT),GASES
SIMETICONA,1542301710107,DIMEFTAL,125MG COM CT BL AL PVC INC X 20,GASES
SIMETICONA,1781701070052,FLATEX,150 MG COM CT TB PLAST X 12,GASES
SIMETICONA,1677302460022,FLATOL,40 MG COM CT BL AL PLAS INC X 20,GASES
SIMETICONA,1558401910015,NEO DIMETICON,40 MG COM CT BL AL PLAS TRANS X 20,GASES
SIMETICONA,1037002080014,DIMEZIN,40 MG COM CT BL AL PLAS INC X 20,GASES
SIMETICONA,1037005170091,SIMETICONA,40 MG COM CT BL AL PLAS TRANS X 100 (EMB MULT),GASES
SIMETICONA,1037005170014,SIMETICONA,40 MG COM CT BL AL PLAS INC X 20,GASES
SIMETICONA,1037005170030,SIMETICONA,40 MG COM CT BL AL PLAS INC X 100 (EMB HOSP),GASES
SIMETICONA,1091700860011,SIMETICONA,40 MG COM CT BL AL PLAS INC X 20,GASES
SIMETICONA,1091700810020,LIVGAS,40 MG COM CT BL AL PLAS INC X 20,GASES
SIMETICONA,1091700810039,LIVGAS,40 MG COM CT BL AL PLAS INC X 300 (EMB HOSP),GASES
SIMETICONA,1091700810047,LIVGAS,40 MG COM CT BL AL PLAS INC X 500 (EMB HOSP),GASES
SIMETICONA,1091700860028,SIMETICONA,40 MG COM CT BL AL PLAS INC X 300 (EMB HOSP) ,GASES
SIMETICONA,1091700860036,SIMETICONA,40 MG COM CT BL AL PLAS INC X 500 (EMB HOSP),GASES
SIMETICONA,1046504430029,SIMETICONA,40 MG COM CT BL AL PLAS INC X 20,GASES
SIMETICONA,1275800130049,LUFTCONA,40 MG COM CT BL AL PLAS TRANS X 20,GASES
SIMETICONA,1004704650051,SIMETICONA,40 MG COM CT BL AL PLAS INC X 20,GASES
SIMETICONA,1004704630050,KLUFISAN,40 MG COM CT BL AL PLAS INC X 20,GASES
SIMETICONA,1781701070028,FLATEX,80 MG COM CT BL AL PLAST INC X 20,GASES
SIMETICONA,1677302460073,FLATOL MAX,125 MG CAP GEL MOLE CT BL AL PLAS INC X 10,GASES
SIMETICONA,1037002080081,DIMEZIN,125 MG CAP GEL MOLE CT BL AL PLAS INC X 10,GASES
SIMETICONA,1037002080146,DIMEZIN,125 MG CAP GEL MOLE CT BL AL PLAS INC X 80,GASES
SIMETICONA,1037005720049,SIMETICONA,125MG CAP GEL MOLE CT BL AL PLAS INC X 10,GASES
SIMETICONA,1037005720111,SIMETICONA,125MG CAP GEL MOLE CT BL AL PLAS INC X 90,GASES
SIMETICONA,1037002080227,DIMEZIN,125MG CAP MOLE CX BL AL PLAS TRANS X 80 (EMB MULT),GASES
SIMETICONA,1121304300041,SIMETICONA,125 MG CAP GEL MOLE CT BL AL PLAS INC X 10,GASES
SIMETICONA,1063902650037,LUFTAL GEL CAPS,125 MG CAP GEL MOLE CT BL AL PLAS TRANS X 10,GASES
SIMETICONA,1057302510140,FLAGASS,125 MG CAP GEL MOLE CT BL AL PLAS INC X 10,GASES
SIMETICONA,1057302510116,FLAGASS,125 MG CAP GEL MOLE CT BL AL PLAS TRANS X 4,GASES
SIMETICONA,1057304410046,SIMETICONA,125 MG CAP GEL MOLE CT BL AL PLAS INC X 10,GASES
SIMETICONA,1004704630328,KLUFISAN,125 MG CAP GEL MOLE CT BL AL PLAS INC X 10,GASES
SIMETICONA,1004704850042,SIMETICONA,125 MG CAP GEL MOLE CT BL AL PLAS INC X 10,GASES
SIMETICONA,1781701070060,FLATEX,150 MG/ML EMUL OR CT FR PLAST OPC GOT X 10 ML,GASES
SIMETICONA,1677302760018,SIMETICONA,75 MG/ML EMU OR CT FR PLAS OPC GOT X 15 ML,GASES
SIMETICONA,1677302460014,FLATOL,75 MG/ML EMU OR FR PLAS OPC GOT X 10 ML,GASES
SIMETICONA,1677302460049,FLATOL,75 MG / ML EMU OR FR PLAS OPC GOT X 15 ML,GASES
SIMETICONA,1558401910023,NEO DIMETICON,75 MG/ML EMU OR CT FR PLAS OPC GOT X 10ML,GASES
SIMETICONA,1037002080022,DIMEZIN,75 MG/ML EMU OR CT FR PLAS OPC GOT X 10 ML ,GASES
SIMETICONA,1091700790011,SIMETICONA,75MG/ML EMU OR CT FR PLAS OPC GOT X 15ML ,GASES
SIMETICONA,1091700810012,LIVGAS,75 MG/ML EMU OR CT FR PLAS OPC GOT X 15 ML,GASES
SIMETICONA,1091700790021,SIMETICONA,75MG/ML EMU OR CT 100 FR PLAS OPC GOT X 15ML (EMB HOSP),GASES
SIMETICONA,1049702080037,FOR GAS,75 MG/ML EMU OR CT FR PLAS OPC GOT X 15 ML,GASES
SIMETICONA,1004704600011,SIMETICONA,75 MG/ML EMU OR CT FR PLAS OPC GOT X 15 ML,GASES
SIMETICONA,1004704630247,KLUFISAN,75 MG/ML EMU OR CT FR PLAS OPC GOT X 15 ML,GASES
SIMETICONA,1476100100016,DISFLAT,75 MG/ML EMU OR CT FR PLAS OPC GOT X 10 ML,GASES
SIMETICONA,1476100100024,DISFLAT,75 MG/ML EMU OR CT FR PLAS OPC GOT X 15 ML,GASES
SUCCINATO DE SUMATRIPTANA,1049201600021,SUCCINATO DE SUMATRIPTANA,100 MG COM REV CT BL AL/AL X 02 ,DOR DE CABEÇA
SUCCINATO DE SUMATRIPTANA,1049202190021,SUTRIPTAN,100 MG COM REV CT BL AL AL X 02 ,DOR DE CABEÇA
SUCCINATO DE SUMATRIPTANA,1010701940010,IMIGRAN,100 MG COM REV CT BL AL/AL X 2,DOR DE CABEÇA
SUCCINATO DE SUMATRIPTANA,1049201600011,SUCCINATO DE SUMATRIPTANA,50 MG COM REV CT BL AL/AL X 02 ,DOR DE CABEÇA
SUCCINATO DE SUMATRIPTANA,1049202190011,SUTRIPTAN,50 MG COM REV CT BL AL AL X 2,DOR DE CABEÇA
SUCCINATO DE SUMATRIPTANA,1010701940029,IMIGRAN,50 MG COM REV CT BL AL/AL X 2,DOR DE CABEÇA
SULFATO DE MAGNÉSIO,1559200050041,SULFATO DE MAGNÉSIO,100MG/ML SOL INJ CX 50 AMP PLAST TRANS X 10 ML ,CONVULSÕES
SULFATO DE MAGNÉSIO,1559200050033,SULFATO DE MAGNÉSIO,100MG/ML SOL INJ CX 100 AMP PLAST TRANS X 10 ML ,CONVULSÕES
SULFATO DE MAGNÉSIO,1559200050025,SULFATO DE MAGNÉSIO,100 MG/ML SOL INJ CX 200 AMP PLAST TRANS X 10 ML ,CONVULSÕES
SULFATO DE MAGNÉSIO,1559200050017,SULFATO DE MAGNÉSIO,"123,4 MG/ML SOL INJ CX 8 CT 100 AMP PLAST TRANS X 10 ML",CONVULSÕES
SULFATO DE MAGNÉSIO,1559200050051,SULFATO DE MAGNÉSIO,"123,4 MG/ML SOL INJ CX 50 AMP PLAS TRANS X 10 ML",CONVULSÕES
SULFATO DE MAGNÉSIO,1559200050068,SULFATO DE MAGNÉSIO,"123,4 MG/ML SOL INJ CX 200 AMP PLAS TRANS X 10 ML",CONVULSÕES
SULFATO DE MAGNÉSIO,1038700240015,HYPOMAGNE,500 MG/ML SOL INJ CX 100 AMP VD INC X 10 ML,CONVULSÕES
SULFATO DE MAGNÉSIO HEPTAIDRATADO,1517000100023,ISOFARMA - SOLUÇÃO DE SULFATO DE MAGNÉSIO,100 MG/ML SOL INJ CX 200 AMP PLAS TRANS PE X 10 ML,CONVULSÕES
SULFATO DE MAGNÉSIO HEPTAIDRATADO,1640000060014,SULFATO DE MAGNÉSIO HEPTAIDRATADO,100 MG/ML SOL INJ IV CX 50 AMP VD INC X 10 ML,CONVULSÕES
SULFATO DE MAGNÉSIO HEPTAIDRATADO,1163700890025,MAGNOSTON,100 MG/ML SOL INJ IV CX 100 AMP VD INC X 10 ML (EMB HOSP),CONVULSÕES
SULFATO DE MAGNÉSIO HEPTAIDRATADO,1031100450038,HALEX ISTAR - SULFATO DE MAGNESIO,500 MG/ML SOL INJ IV/IM CX 100 AMP VD INC X 10 ML,CONVULSÕES
SULFATO DE MAGNÉSIO HEPTAIDRATADO,1517000100031,ISOFARMA - SOLUÇÃO DE SULFATO DE MAGNÉSIO,500 MG/ML SOL INJ CX 100 AMP PLAS TRANS PE X 10 ML,CONVULSÕES
SULFATO DE MAGNÉSIO HEPTAIDRATADO,1517000100041,ISOFARMA - SOLUÇÃO DE SULFATO DE MAGNÉSIO,500 MG/ML SOL INJ CX 200 AMP PLAS TRANS PE X 10 ML,CONVULSÕES
SULFATO DE MAGNÉSIO HEPTAIDRATADO,1640000060022,SULFATO DE MAGNÉSIO HEPTAIDRATADO,500 MG/ML SOL INJ IV CX 50 AMP VD INC X 10 ML,CONVULSÕES
SULFATO DE MAGNÉSIO HEPTAIDRATADO,1163700890041,MAGNOSTON,500 MG/ML SOL INJ IV CX 100 AMP VD INC X 10 ML (EMB HOSP),CONVULSÕES
SULFATO DE SALBUTAMOL,1010702260048,AEROLIN,2 MG COM CT BL AL/AL X 20,FALTA DE AR
SULFATO DE SALBUTAMOL,1201900090037,AEROGREEN,2 MG COM CT BL AL PLAS INC X 20,FALTA DE AR
SULFATO DE SALBUTAMOL,1201900090045,AEROGREEN,2 MG COM CX BL AL PLAS INC X 500,FALTA DE AR
SULFATO DE SALBUTAMOL,1071500150049,AEROTRAT,"2,0 MG COMP CT ENV AL X 20",FALTA DE AR
SULFATO DE SALBUTAMOL,1010702260102,AEROLIN,4 MG COM CT BL AL/AL X 20,FALTA DE AR
SULFATO DE SALBUTAMOL,1101300430019,AEROGOLD,100 MCG/DOSE PO AER INAL CT FR SPR AL X 200 DOSES,FALTA DE AR
SULFATO DE SALBUTAMOL,1101300430086,AEROGOLD,100 MCG/DOSE PO AER INAL CT FR AL X 200 DOSES + INAL + ESPAÇ,FALTA DE AR
SULFATO DE SALBUTAMOL,1010702260161,AEROLIN NEBULES,"1 MG/ML SOL P/NEBUL CT 10 AMP PLAS TRANS X 2,5 ML + ENV",FALTA DE AR
SULFATO DE SALBUTAMOL,1010702260145,AEROLIN NEBULES,"1,0 MG/ML SOL P/NEBUL CT 20 AMP PLAS TRANS X 2,5 ML + ENV",FALTA DE AR
SULFATO DE SALBUTAMOL,1010702260031,AEROLIN,100 MCG AER CT LATA AL 200 DOSES C/ APLICADOR,FALTA DE AR
SULFATO DE SALBUTAMOL,1010702260137,AEROLIN SPRAY,100 MCG AER CT LATA AL 200 DOSES C/ APLIC + ESPAÇ,FALTA DE AR
SULFATO DE SALBUTAMOL,1037000960033,AERODINI,100 MCG/DOSE AER CT TB AL X 200 DOSES,FALTA DE AR
SULFATO DE SALBUTAMOL,1037000960051,AERODINI,100 MCG/DOSE AER CT TB AL + ESPAÇ X 200 DOSES,FALTA DE AR
SULFATO DE SALBUTAMOL,1010702260171,AEROLIN NEBULES,"2 MG/ML SOL P/NEBUL CT 10 AMP PLAS TRANS X 2,5 ML + ENV",FALTA DE AR
SULFATO DE SALBUTAMOL,1010702260153,AEROLIN NEBULES,"2 MG/ML SOL P/NEBUL CT 20 AMP PLAS TRANS X 2,5 ML + ENV",FALTA DE AR
SULFATO DE SALBUTAMOL,1010702260129,AEROLIN,5 MG/ML SOL P/NEBUL CT FR VD AMB X 10 ML,FALTA DE AR
SULFATO DE SALBUTAMOL,1134301340028,SULFATO DE SALBUTAMOL,"0,5 MG/ML SOL INJ CX 100 AMP VD AMB X 1 ML (EMB HOSP)",FALTA DE AR
SULFATO DE SALBUTAMOL,1010702260013,AEROLIN,"0,5 MG/ML SOL INJ CT 5 AMP VD INC X 1 ML",FALTA DE AR
SULFATO DE SALBUTAMOL,1091700330045,AEROMED,"0,4 MG/ML SOL OR CT 50 FR VD AMB X 100 ML",FALTA DE AR
SULFATO DE SALBUTAMOL,1037002760015,SULFATO DE SALBUTAMOL,"0,4 MG/ML SOL OR CT FR VD AMB X 120 ML ",FALTA DE AR
SULFATO DE SALBUTAMOL,1037002760023,SULFATO DE SALBUTAMOL,"0,4 MG/ML SOL OR CT 50 FR VD AMB X 120 ML (EMB HOSP)",FALTA DE AR
SULFATO DE SALBUTAMOL,1037002760041,SULFATO DE SALBUTAMOL,"0,4 MG/ML SOL OR CT 50 FR PET AMB X 120 ML  (EMB HOSP)",FALTA DE AR
SULFATO DE SALBUTAMOL,1037002760031,SULFATO DE SALBUTAMOL,"0,4 MG/ML SOL OR CT FR PET AMB X 120 ML  ",FALTA DE AR
SULFATO DE SALBUTAMOL,1091700330010,AEROMED,"0,4 MG/ML SOL OR CT FR VD AMB X 120 ML",FALTA DE AR
SULFATO DE SALBUTAMOL,1091700330037,AEROMED,"0,4 MG /ML SOL OR CT 40 FR VD AMB X 120 ML",FALTA DE AR
SULFATO DE SALBUTAMOL,1057100260011,NEUTOSS,"0,48MG/ML SOL OR CT FR VD AMB X 100 ML",FALTA DE AR
SULFATO DE SALBUTAMOL,1057100260021,NEUTOSS,"0,48MG/ML SOL OR CT FR PLAS AMB X 100 ML",FALTA DE AR
SULFATO DE SALBUTAMOL,1103901190027,FURP-SALBUTAMOL,"0,4 MG/ML SOL OR CX 50 FR VD AMB X 120 ML (EMB HOSP)",FALTA DE AR
